,Location,Period,Dim1,First Tooltip,No
578,阿塞拜疆,2007,Female,2.12,AZ
579,阿塞拜疆,2006,Both sexes,4.85,AZ
580,阿塞拜疆,2006,Male,7.98,AZ
581,阿塞拜疆,2006,Female,2.01,AZ
582,阿塞拜疆,2005,Both sexes,4.69,AZ
583,阿塞拜疆,2005,Male,7.7,AZ
584,阿塞拜疆,2005,Female,1.96,AZ
585,阿塞拜疆,2004,Both sexes,4.5,AZ
586,阿塞拜疆,2004,Male,7.43,AZ
587,阿塞拜疆,2004,Female,1.86,AZ
588,阿塞拜疆,2003,Both sexes,4.04,AZ
589,阿塞拜疆,2003,Male,6.65,AZ
590,阿塞拜疆,2003,Female,1.69,AZ
591,阿塞拜疆,2002,Both sexes,3.88,AZ
592,阿塞拜疆,2002,Male,6.46,AZ
593,阿塞拜疆,2002,Female,1.57,AZ
594,阿塞拜疆,2001,Both sexes,3.72,AZ
595,阿塞拜疆,2001,Male,6.21,AZ
596,阿塞拜疆,2001,Female,1.5,AZ
597,阿塞拜疆,2000,Both sexes,3.42,AZ
598,阿塞拜疆,2000,Male,5.76,AZ
599,阿塞拜疆,2000,Female,1.33,AZ
600,巴哈马,2019,Both sexes,3.37,BS
601,巴哈马,2019,Male,5.76,BS
602,巴哈马,2019,Female,1.23,BS
603,巴哈马,2018,Both sexes,3.4,BS
604,巴哈马,2018,Male,5.84,BS
605,巴哈马,2018,Female,1.19,BS
606,巴哈马,2017,Both sexes,3.28,BS
607,巴哈马,2017,Male,5.78,BS
608,巴哈马,2017,Female,1.02,BS
609,巴哈马,2016,Both sexes,3.49,BS
610,巴哈马,2016,Male,6.18,BS
611,巴哈马,2016,Female,1.05,BS
612,巴哈马,2015,Both sexes,3.42,BS
613,巴哈马,2015,Male,5.97,BS
614,巴哈马,2015,Female,1.11,BS
615,巴哈马,2014,Both sexes,3.28,BS
616,巴哈马,2014,Male,5.78,BS
617,巴哈马,2014,Female,1.0,BS
618,巴哈马,2013,Both sexes,3.17,BS
619,巴哈马,2013,Male,5.52,BS
620,巴哈马,2013,Female,1.06,BS
621,巴哈马,2012,Both sexes,3.58,BS
622,巴哈马,2012,Male,6.25,BS
623,巴哈马,2012,Female,1.17,BS
624,巴哈马,2011,Both sexes,3.77,BS
625,巴哈马,2011,Male,6.57,BS
626,巴哈马,2011,Female,1.26,BS
627,巴哈马,2010,Both sexes,3.66,BS
628,巴哈马,2010,Male,6.36,BS
629,巴哈马,2010,Female,1.25,BS
630,巴哈马,2009,Both sexes,3.39,BS
631,巴哈马,2009,Male,5.8,BS
632,巴哈马,2009,Female,1.24,BS
633,巴哈马,2008,Both sexes,3.4,BS
634,巴哈马,2008,Male,5.81,BS
635,巴哈马,2008,Female,1.24,BS
636,巴哈马,2007,Both sexes,3.32,BS
637,巴哈马,2007,Male,5.62,BS
638,巴哈马,2007,Female,1.27,BS
639,巴哈马,2006,Both sexes,3.57,BS
640,巴哈马,2006,Male,5.97,BS
641,巴哈马,2006,Female,1.43,BS
642,巴哈马,2005,Both sexes,3.15,BS
643,巴哈马,2005,Male,5.26,BS
644,巴哈马,2005,Female,1.29,BS
645,巴哈马,2004,Both sexes,3.34,BS
646,巴哈马,2004,Male,5.62,BS
647,巴哈马,2004,Female,1.33,BS
648,巴哈马,2003,Both sexes,2.51,BS
649,巴哈马,2003,Male,4.32,BS
650,巴哈马,2003,Female,0.95,BS
651,巴哈马,2002,Both sexes,2.44,BS
652,巴哈马,2002,Male,4.29,BS
653,巴哈马,2002,Female,0.85,BS
654,巴哈马,2001,Both sexes,2.73,BS
655,巴哈马,2001,Male,4.67,BS
656,巴哈马,2001,Female,1.07,BS
657,巴哈马,2000,Both sexes,2.53,BS
658,巴哈马,2000,Male,4.2,BS
659,巴哈马,2000,Female,1.11,BS
660,巴林,2019,Both sexes,7.2,BH
661,巴林,2019,Male,9.86,BH
662,巴林,2019,Female,2.27,BH
663,巴林,2018,Both sexes,7.04,BH
664,巴林,2018,Male,9.65,BH
665,巴林,2018,Female,2.29,BH
666,巴林,2017,Both sexes,6.73,BH
667,巴林,2017,Male,9.25,BH
668,巴林,2017,Female,2.29,BH
669,巴林,2016,Both sexes,6.48,BH
670,巴林,2016,Male,8.91,BH
671,巴林,2016,Female,2.31,BH
672,巴林,2015,Both sexes,6.32,BH
673,巴林,2015,Male,8.67,BH
674,巴林,2015,Female,2.37,BH
675,巴林,2014,Both sexes,6.37,BH
676,巴林,2014,Male,8.72,BH
677,巴林,2014,Female,2.45,BH
678,巴林,2013,Both sexes,6.15,BH
679,巴林,2013,Male,8.33,BH
680,巴林,2013,Female,2.5,BH
681,巴林,2012,Both sexes,6.44,BH
682,巴林,2012,Male,8.7,BH
683,巴林,2012,Female,2.62,BH
684,巴林,2011,Both sexes,6.88,BH
685,巴林,2011,Male,9.22,BH
686,巴林,2011,Female,2.91,BH
687,巴林,2010,Both sexes,7.16,BH
688,巴林,2010,Male,9.63,BH
689,巴林,2010,Female,2.98,BH
690,巴林,2009,Both sexes,7.65,BH
691,巴林,2009,Male,10.25,BH
692,巴林,2009,Female,3.2,BH
693,巴林,2008,Both sexes,8.28,BH
694,巴林,2008,Male,11.15,BH
695,巴林,2008,Female,3.36,BH
696,巴林,2007,Both sexes,8.72,BH
697,巴林,2007,Male,11.79,BH
698,巴林,2007,Female,3.52,BH
699,巴林,2006,Both sexes,7.83,BH
700,巴林,2006,Male,10.52,BH
701,巴林,2006,Female,3.43,BH
702,巴林,2005,Both sexes,9.62,BH
703,巴林,2005,Male,13.22,BH
704,巴林,2005,Female,3.8,BH
705,巴林,2004,Both sexes,9.78,BH
706,巴林,2004,Male,13.61,BH
707,巴林,2004,Female,3.75,BH
708,巴林,2003,Both sexes,9.93,BH
709,巴林,2003,Male,13.93,BH
710,巴林,2003,Female,3.77,BH
711,巴林,2002,Both sexes,9.19,BH
712,巴林,2002,Male,13.08,BH
713,巴林,2002,Female,3.36,BH
714,巴林,2001,Both sexes,8.9,BH
715,巴林,2001,Male,12.84,BH
716,巴林,2001,Female,3.06,BH
717,巴林,2000,Both sexes,7.04,BH
718,巴林,2000,Male,10.17,BH
719,巴林,2000,Female,2.51,BH
720,孟加拉国,2019,Both sexes,3.85,BD
721,孟加拉国,2019,Male,6.02,BD
722,孟加拉国,2019,Female,1.66,BD
723,孟加拉国,2018,Both sexes,3.75,BD
724,孟加拉国,2018,Male,5.82,BD
725,孟加拉国,2018,Female,1.65,BD
726,孟加拉国,2017,Both sexes,3.68,BD
727,孟加拉国,2017,Male,5.68,BD
728,孟加拉国,2017,Female,1.64,BD
729,孟加拉国,2016,Both sexes,3.6,BD
730,孟加拉国,2016,Male,5.45,BD
731,孟加拉国,2016,Female,1.72,BD
732,孟加拉国,2015,Both sexes,3.64,BD
733,孟加拉国,2015,Male,5.43,BD
734,孟加拉国,2015,Female,1.81,BD
735,孟加拉国,2014,Both sexes,3.73,BD
736,孟加拉国,2014,Male,5.57,BD
737,孟加拉国,2014,Female,1.84,BD
738,孟加拉国,2013,Both sexes,3.8,BD
739,孟加拉国,2013,Male,5.55,BD
740,孟加拉国,2013,Female,1.98,BD
741,孟加拉国,2012,Both sexes,4.0,BD
742,孟加拉国,2012,Male,5.75,BD
743,孟加拉国,2012,Female,2.19,BD
744,孟加拉国,2011,Both sexes,4.34,BD
745,孟加拉国,2011,Male,6.34,BD
746,孟加拉国,2011,Female,2.27,BD
747,孟加拉国,2010,Both sexes,4.82,BD
748,孟加拉国,2010,Male,7.09,BD
749,孟加拉国,2010,Female,2.47,BD
750,孟加拉国,2009,Both sexes,5.06,BD
751,孟加拉国,2009,Male,7.4,BD
752,孟加拉国,2009,Female,2.61,BD
753,孟加拉国,2008,Both sexes,5.25,BD
754,孟加拉国,2008,Male,7.69,BD
755,孟加拉国,2008,Female,2.68,BD
756,孟加拉国,2007,Both sexes,5.48,BD
757,孟加拉国,2007,Male,7.99,BD
758,孟加拉国,2007,Female,2.83,BD
759,孟加拉国,2006,Both sexes,5.6,BD
760,孟加拉国,2006,Male,8.09,BD
761,孟加拉国,2006,Female,2.96,BD
762,孟加拉国,2005,Both sexes,5.57,BD
763,孟加拉国,2005,Male,8.01,BD
764,孟加拉国,2005,Female,2.97,BD
765,孟加拉国,2004,Both sexes,5.56,BD
766,孟加拉国,2004,Male,7.99,BD
767,孟加拉国,2004,Female,2.95,BD
768,孟加拉国,2003,Both sexes,5.81,BD
769,孟加拉国,2003,Male,8.33,BD
770,孟加拉国,2003,Female,3.11,BD
771,孟加拉国,2002,Both sexes,6.1,BD
772,孟加拉国,2002,Male,8.74,BD
773,孟加拉国,2002,Female,3.26,BD
774,孟加拉国,2001,Both sexes,6.45,BD
775,孟加拉国,2001,Male,9.35,BD
776,孟加拉国,2001,Female,3.34,BD
777,孟加拉国,2000,Both sexes,6.87,BD
778,孟加拉国,2000,Male,10.03,BD
779,孟加拉国,2000,Female,3.46,BD
780,巴巴多斯,2019,Both sexes,0.31,BB
781,巴巴多斯,2019,Male,0.49,BB
782,巴巴多斯,2019,Female,0.16,BB
783,巴巴多斯,2018,Both sexes,0.31,BB
784,巴巴多斯,2018,Male,0.5,BB
785,巴巴多斯,2018,Female,0.16,BB
786,巴巴多斯,2017,Both sexes,0.32,BB
787,巴巴多斯,2017,Male,0.51,BB
788,巴巴多斯,2017,Female,0.16,BB
789,巴巴多斯,2016,Both sexes,0.33,BB
790,巴巴多斯,2016,Male,0.53,BB
791,巴巴多斯,2016,Female,0.16,BB
792,巴巴多斯,2015,Both sexes,0.31,BB
793,巴巴多斯,2015,Male,0.5,BB
794,巴巴多斯,2015,Female,0.16,BB
795,巴巴多斯,2014,Both sexes,0.32,BB
796,巴巴多斯,2014,Male,0.52,BB
797,巴巴多斯,2014,Female,0.16,BB
798,巴巴多斯,2013,Both sexes,0.09699999999999999,BB
799,巴巴多斯,2013,Male,0.25,BB
800,巴巴多斯,2013,Female,0.0,BB
801,巴巴多斯,2012,Both sexes,0.21,BB
802,巴巴多斯,2012,Male,0.18,BB
803,巴巴多斯,2012,Female,0.25,BB
804,巴巴多斯,2011,Both sexes,0.64,BB
805,巴巴多斯,2011,Male,1.12,BB
806,巴巴多斯,2011,Female,0.22,BB
807,巴巴多斯,2010,Both sexes,1.22,BB
808,巴巴多斯,2010,Male,2.24,BB
809,巴巴多斯,2010,Female,0.3,BB
810,巴巴多斯,2009,Both sexes,1.13,BB
811,巴巴多斯,2009,Male,2.16,BB
812,巴巴多斯,2009,Female,0.23,BB
813,巴巴多斯,2008,Both sexes,0.72,BB
814,巴巴多斯,2008,Male,1.3,BB
815,巴巴多斯,2008,Female,0.22,BB
816,巴巴多斯,2007,Both sexes,1.26,BB
817,巴巴多斯,2007,Male,2.54,BB
818,巴巴多斯,2007,Female,0.15,BB
819,巴巴多斯,2006,Both sexes,1.33,BB
820,巴巴多斯,2006,Male,2.66,BB
821,巴巴多斯,2006,Female,0.16,BB
822,巴巴多斯,2005,Both sexes,2.17,BB
823,巴巴多斯,2005,Male,3.58,BB
824,巴巴多斯,2005,Female,0.84,BB
825,巴巴多斯,2004,Both sexes,0.96,BB
826,巴巴多斯,2004,Male,0.72,BB
827,巴巴多斯,2004,Female,1.04,BB
828,巴巴多斯,2003,Both sexes,0.8,BB
829,巴巴多斯,2003,Male,0.6,BB
830,巴巴多斯,2003,Female,0.87,BB
831,巴巴多斯,2002,Both sexes,0.29,BB
832,巴巴多斯,2002,Male,0.4,BB
833,巴巴多斯,2002,Female,0.18,BB
834,巴巴多斯,2001,Both sexes,1.52,BB
835,巴巴多斯,2001,Male,2.77,BB
836,巴巴多斯,2001,Female,0.32,BB
837,巴巴多斯,2000,Both sexes,2.6,BB
838,巴巴多斯,2000,Male,4.85,BB
839,巴巴多斯,2000,Female,0.45,BB
840,白俄罗斯,2019,Both sexes,16.49,BY
841,白俄罗斯,2019,Male,30.12,BY
842,白俄罗斯,2019,Female,5.28,BY
843,白俄罗斯,2018,Both sexes,17.94,BY
844,白俄罗斯,2018,Male,32.81,BY
845,白俄罗斯,2018,Female,5.62,BY
846,白俄罗斯,2017,Both sexes,18.46,BY
847,白俄罗斯,2017,Male,33.81,BY
848,白俄罗斯,2017,Female,5.72,BY
849,白俄罗斯,2016,Both sexes,19.4,BY
850,白俄罗斯,2016,Male,35.51,BY
851,白俄罗斯,2016,Female,5.96,BY
852,白俄罗斯,2015,Both sexes,19.55,BY
853,白俄罗斯,2015,Male,35.97,BY
854,白俄罗斯,2015,Female,5.86,BY
855,白俄罗斯,2014,Both sexes,21.59,BY
856,白俄罗斯,2014,Male,39.66,BY
857,白俄罗斯,2014,Female,6.28,BY
858,白俄罗斯,2013,Both sexes,22.82,BY
859,白俄罗斯,2013,Male,41.76,BY
860,白俄罗斯,2013,Female,6.81,BY
861,白俄罗斯,2012,Both sexes,24.63,BY
862,白俄罗斯,2012,Male,45.08,BY
863,白俄罗斯,2012,Female,7.32,BY
864,白俄罗斯,2011,Both sexes,30.16,BY
865,白俄罗斯,2011,Male,55.29,BY
866,白俄罗斯,2011,Female,8.59,BY
867,白俄罗斯,2010,Both sexes,29.89,BY
868,白俄罗斯,2010,Male,55.1,BY
869,白俄罗斯,2010,Female,8.33,BY
870,白俄罗斯,2009,Both sexes,30.41,BY
871,白俄罗斯,2009,Male,55.67,BY
872,白俄罗斯,2009,Female,8.93,BY
873,白俄罗斯,2008,Both sexes,30.58,BY
874,白俄罗斯,2008,Male,56.43,BY
875,白俄罗斯,2008,Female,8.59,BY
876,白俄罗斯,2007,Both sexes,30.91,BY
877,白俄罗斯,2007,Male,56.97,BY
878,白俄罗斯,2007,Female,8.65,BY
879,白俄罗斯,2006,Both sexes,34.76,BY
880,白俄罗斯,2006,Male,64.15,BY
881,白俄罗斯,2006,Female,9.5,BY
882,白俄罗斯,2005,Both sexes,37.25,BY
883,白俄罗斯,2005,Male,68.91,BY
884,白俄罗斯,2005,Female,9.95,BY
885,白俄罗斯,2004,Both sexes,36.05,BY
886,白俄罗斯,2004,Male,66.66,BY
887,白俄罗斯,2004,Female,9.73,BY
888,白俄罗斯,2003,Both sexes,37.09,BY
889,白俄罗斯,2003,Male,69.09,BY
890,白俄罗斯,2003,Female,9.47,BY
891,白俄罗斯,2002,Both sexes,38.72,BY
892,白俄罗斯,2002,Male,71.9,BY
893,白俄罗斯,2002,Female,9.96,BY
894,白俄罗斯,2001,Both sexes,38.33,BY
895,白俄罗斯,2001,Male,71.5,BY
896,白俄罗斯,2001,Female,9.46,BY
897,白俄罗斯,2000,Both sexes,37.26,BY
898,白俄罗斯,2000,Male,69.28,BY
899,白俄罗斯,2000,Female,9.49,BY
900,比利时,2019,Both sexes,13.93,BE
901,比利时,2019,Male,19.55,BE
902,比利时,2019,Female,8.41,BE
903,比利时,2018,Both sexes,14.32,BE
904,比利时,2018,Male,20.25,BE
905,比利时,2018,Female,8.51,BE
906,比利时,2017,Both sexes,14.59,BE
907,比利时,2017,Male,20.77,BE
908,比利时,2017,Female,8.56,BE
909,比利时,2016,Both sexes,15.02,BE
910,比利时,2016,Male,21.68,BE
911,比利时,2016,Female,8.54,BE
912,比利时,2015,Both sexes,14.41,BE
913,比利时,2015,Male,20.7,BE
914,比利时,2015,Female,8.27,BE
915,比利时,2014,Both sexes,15.13,BE
916,比利时,2014,Male,21.67,BE
917,比利时,2014,Female,8.8,BE
918,比利时,2013,Both sexes,15.38,BE
919,比利时,2013,Male,22.12,BE
920,比利时,2013,Female,8.84,BE
921,比利时,2012,Both sexes,16.42,BE
922,比利时,2012,Male,24.46,BE
923,比利时,2012,Female,8.65,BE
924,比利时,2011,Both sexes,16.71,BE
925,比利时,2011,Male,23.92,BE
926,比利时,2011,Female,9.77,BE
927,比利时,2010,Both sexes,16.52,BE
928,比利时,2010,Male,24.03,BE
929,比利时,2010,Female,9.24,BE
930,比利时,2009,Both sexes,16.71,BE
931,比利时,2009,Male,24.39,BE
932,比利时,2009,Female,9.3,BE
933,比利时,2008,Both sexes,16.58,BE
934,比利时,2008,Male,24.6,BE
935,比利时,2008,Female,8.77,BE
936,比利时,2007,Both sexes,15.08,BE
937,比利时,2007,Male,22.15,BE
938,比利时,2007,Female,8.2,BE
939,比利时,2006,Both sexes,16.58,BE
940,比利时,2006,Male,24.2,BE
941,比利时,2006,Female,9.16,BE
942,比利时,2005,Both sexes,16.74,BE
943,比利时,2005,Male,25.05,BE
944,比利时,2005,Female,8.77,BE
945,比利时,2004,Both sexes,16.67,BE
946,比利时,2004,Male,24.88,BE
947,比利时,2004,Female,8.79,BE
948,比利时,2003,Both sexes,17.89,BE
949,比利时,2003,Male,26.97,BE
950,比利时,2003,Female,9.23,BE
951,比利时,2002,Both sexes,17.12,BE
952,比利时,2002,Male,25.34,BE
953,比利时,2002,Female,9.32,BE
954,比利时,2001,Both sexes,18.45,BE
955,比利时,2001,Male,27.93,BE
956,比利时,2001,Female,9.41,BE
957,比利时,2000,Both sexes,18.3,BE
958,比利时,2000,Male,26.99,BE
959,比利时,2000,Female,10.08,BE
960,伯利兹,2019,Both sexes,7.65,BZ
961,伯利兹,2019,Male,13.64,BZ
962,伯利兹,2019,Female,1.83,BZ
963,伯利兹,2018,Both sexes,7.16,BZ
964,伯利兹,2018,Male,12.79,BZ
965,伯利兹,2018,Female,1.65,BZ
966,伯利兹,2017,Both sexes,7.71,BZ
967,伯利兹,2017,Male,13.89,BZ
968,伯利兹,2017,Female,1.66,BZ
969,伯利兹,2016,Both sexes,6.67,BZ
970,伯利兹,2016,Male,11.88,BZ
971,伯利兹,2016,Female,1.54,BZ
972,伯利兹,2015,Both sexes,6.87,BZ
973,伯利兹,2015,Male,12.18,BZ
974,伯利兹,2015,Female,1.61,BZ
975,伯利兹,2014,Both sexes,6.89,BZ
976,伯利兹,2014,Male,12.13,BZ
977,伯利兹,2014,Female,1.71,BZ
978,伯利兹,2013,Both sexes,6.83,BZ
979,伯利兹,2013,Male,11.9,BZ
980,伯利兹,2013,Female,1.79,BZ
981,伯利兹,2012,Both sexes,7.35,BZ
982,伯利兹,2012,Male,12.85,BZ
983,伯利兹,2012,Female,1.91,BZ
984,伯利兹,2011,Both sexes,7.92,BZ
985,伯利兹,2011,Male,13.84,BZ
986,伯利兹,2011,Female,2.06,BZ
987,伯利兹,2010,Both sexes,8.18,BZ
988,伯利兹,2010,Male,14.26,BZ
989,伯利兹,2010,Female,2.14,BZ
990,伯利兹,2009,Both sexes,7.48,BZ
991,伯利兹,2009,Male,12.97,BZ
992,伯利兹,2009,Female,2.01,BZ
993,伯利兹,2008,Both sexes,5.7,BZ
994,伯利兹,2008,Male,9.66,BZ
995,伯利兹,2008,Female,1.74,BZ
996,伯利兹,2007,Both sexes,6.69,BZ
997,伯利兹,2007,Male,11.5,BZ
998,伯利兹,2007,Female,1.9,BZ
999,伯利兹,2006,Both sexes,7.19,BZ
1000,伯利兹,2006,Male,12.35,BZ
1001,伯利兹,2006,Female,2.08,BZ
1002,伯利兹,2005,Both sexes,7.09,BZ
1003,伯利兹,2005,Male,12.22,BZ
1004,伯利兹,2005,Female,2.05,BZ
1005,伯利兹,2004,Both sexes,8.84,BZ
1006,伯利兹,2004,Male,15.26,BZ
1007,伯利兹,2004,Female,2.47,BZ
1008,伯利兹,2003,Both sexes,8.17,BZ
1009,伯利兹,2003,Male,13.96,BZ
1010,伯利兹,2003,Female,2.44,BZ
1011,伯利兹,2002,Both sexes,8.09,BZ
1012,伯利兹,2002,Male,13.68,BZ
1013,伯利兹,2002,Female,2.56,BZ
1014,伯利兹,2001,Both sexes,8.19,BZ
1015,伯利兹,2001,Male,13.93,BZ
1016,伯利兹,2001,Female,2.51,BZ
1017,伯利兹,2000,Both sexes,10.01,BZ
1018,伯利兹,2000,Male,17.16,BZ
1019,伯利兹,2000,Female,2.93,BZ
1020,贝宁,2019,Both sexes,12.71,BJ
1021,贝宁,2019,Male,20.29,BJ
1022,贝宁,2019,Female,6.09,BJ
1023,贝宁,2018,Both sexes,12.97,BJ
1024,贝宁,2018,Male,20.79,BJ
1025,贝宁,2018,Female,6.17,BJ
1026,贝宁,2017,Both sexes,13.11,BJ
1027,贝宁,2017,Male,20.0,BJ
1028,贝宁,2017,Female,6.27,BJ
1029,贝宁,2016,Both sexes,13.27,BJ
1030,贝宁,2016,Male,21.31,BJ
1031,贝宁,2016,Female,6.34,BJ
1032,贝宁,2015,Both sexes,13.38,BJ
1033,贝宁,2015,Male,21.52,BJ
1034,贝宁,2015,Female,6.39,BJ
1035,贝宁,2014,Both sexes,13.65,BJ
1036,贝宁,2014,Male,21.97,BJ
1037,贝宁,2014,Female,6.52,BJ
1038,贝宁,2013,Both sexes,13.84,BJ
1039,贝宁,2013,Male,22.31,BJ
1040,贝宁,2013,Female,6.62,BJ
1041,贝宁,2012,Both sexes,13.94,BJ
1042,贝宁,2012,Male,22.52,BJ
1043,贝宁,2012,Female,6.66,BJ
1044,贝宁,2011,Both sexes,14.14,BJ
1045,贝宁,2011,Male,22.86,BJ
1046,贝宁,2011,Female,6.78,BJ
1047,贝宁,2010,Both sexes,14.14,BJ
1048,贝宁,2010,Male,22.87,BJ
1049,贝宁,2010,Female,6.81,BJ
1050,贝宁,2009,Both sexes,14.24,BJ
1051,贝宁,2009,Male,23.06,BJ
1052,贝宁,2009,Female,6.84,BJ
1053,贝宁,2008,Both sexes,13.97,BJ
1054,贝宁,2008,Male,22.75,BJ
1055,贝宁,2008,Female,6.63,BJ
1056,贝宁,2007,Both sexes,14.34,BJ
1057,贝宁,2007,Male,23.18,BJ
1058,贝宁,2007,Female,6.97,BJ
1059,贝宁,2006,Both sexes,14.57,BJ
1060,贝宁,2006,Male,23.47,BJ
1061,贝宁,2006,Female,7.18,BJ
1062,贝宁,2005,Both sexes,14.69,BJ
1063,贝宁,2005,Male,23.66,BJ
1064,贝宁,2005,Female,7.27,BJ
1065,贝宁,2004,Both sexes,14.85,BJ
1066,贝宁,2004,Male,23.92,BJ
1067,贝宁,2004,Female,7.35,BJ
1068,贝宁,2003,Both sexes,14.81,BJ
1069,贝宁,2003,Male,23.86,BJ
1070,贝宁,2003,Female,7.37,BJ
1071,贝宁,2002,Both sexes,14.86,BJ
1072,贝宁,2002,Male,23.92,BJ
1073,贝宁,2002,Female,7.45,BJ
1074,贝宁,2001,Both sexes,14.83,BJ
1075,贝宁,2001,Male,23.85,BJ
1076,贝宁,2001,Female,7.48,BJ
1077,贝宁,2000,Both sexes,14.72,BJ
1078,贝宁,2000,Male,23.64,BJ
1079,贝宁,2000,Female,7.48,BJ
1080,不丹,2019,Both sexes,5.07,BT
1081,不丹,2019,Male,6.77,BT
1082,不丹,2019,Female,3.08,BT
1083,不丹,2018,Both sexes,5.11,BT
1084,不丹,2018,Male,6.82,BT
1085,不丹,2018,Female,3.11,BT
1086,不丹,2017,Both sexes,5.14,BT
1087,不丹,2017,Male,6.84,BT
1088,不丹,2017,Female,3.16,BT
1089,不丹,2016,Both sexes,5.05,BT
1090,不丹,2016,Male,6.74,BT
1091,不丹,2016,Female,3.08,BT
1092,不丹,2015,Both sexes,5.16,BT
1093,不丹,2015,Male,6.91,BT
1094,不丹,2015,Female,3.14,BT
1095,不丹,2014,Both sexes,5.19,BT
1096,不丹,2014,Male,6.95,BT
1097,不丹,2014,Female,3.15,BT
1098,不丹,2013,Both sexes,5.2,BT
1099,不丹,2013,Male,6.95,BT
1100,不丹,2013,Female,3.19,BT
1101,不丹,2012,Both sexes,5.22,BT
1102,不丹,2012,Male,7.01,BT
1103,不丹,2012,Female,3.14,BT
1104,不丹,2011,Both sexes,5.21,BT
1105,不丹,2011,Male,7.01,BT
1106,不丹,2011,Female,3.14,BT
1107,不丹,2010,Both sexes,5.24,BT
1108,不丹,2010,Male,7.01,BT
1109,不丹,2010,Female,3.18,BT
1110,不丹,2009,Both sexes,5.38,BT
1111,不丹,2009,Male,7.17,BT
1112,不丹,2009,Female,3.3,BT
1113,不丹,2008,Both sexes,5.52,BT
1114,不丹,2008,Male,7.25,BT
1115,不丹,2008,Female,3.5,BT
1116,不丹,2007,Both sexes,5.67,BT
1117,不丹,2007,Male,7.41,BT
1118,不丹,2007,Female,3.65,BT
1119,不丹,2006,Both sexes,5.85,BT
1120,不丹,2006,Male,7.54,BT
1121,不丹,2006,Female,3.89,BT
1122,不丹,2005,Both sexes,5.99,BT
1123,不丹,2005,Male,7.68,BT
1124,不丹,2005,Female,4.04,BT
1125,不丹,2004,Both sexes,6.12,BT
1126,不丹,2004,Male,7.82,BT
1127,不丹,2004,Female,4.17,BT
1128,不丹,2003,Both sexes,6.35,BT
1129,不丹,2003,Male,8.09,BT
1130,不丹,2003,Female,4.39,BT
1131,不丹,2002,Both sexes,6.46,BT
1132,不丹,2002,Male,8.15,BT
1133,不丹,2002,Female,4.58,BT
1134,不丹,2001,Both sexes,6.82,BT
1135,不丹,2001,Male,8.53,BT
1136,不丹,2001,Female,4.95,BT
1137,不丹,2000,Both sexes,6.91,BT
1138,不丹,2000,Male,8.63,BT
1139,不丹,2000,Female,5.04,BT
1140,玻利维亚,2019,Both sexes,6.82,BO
1141,玻利维亚,2019,Male,9.6,BO
1142,玻利维亚,2019,Female,4.19,BO
1143,玻利维亚,2018,Both sexes,6.97,BO
1144,玻利维亚,2018,Male,9.75,BO
1145,玻利维亚,2018,Female,4.34,BO
1146,玻利维亚,2017,Both sexes,7.17,BO
1147,玻利维亚,2017,Male,9.98,BO
1148,玻利维亚,2017,Female,4.51,BO
1149,玻利维亚,2016,Both sexes,7.43,BO
1150,玻利维亚,2016,Male,10.34,BO
1151,玻利维亚,2016,Female,4.67,BO
1152,玻利维亚,2015,Both sexes,7.2,BO
1153,玻利维亚,2015,Male,9.93,BO
1154,玻利维亚,2015,Female,4.63,BO
1155,玻利维亚,2014,Both sexes,7.04,BO
1156,玻利维亚,2014,Male,9.61,BO
1157,玻利维亚,2014,Female,4.62,BO
1158,玻利维亚,2013,Both sexes,6.87,BO
1159,玻利维亚,2013,Male,9.34,BO
1160,玻利维亚,2013,Female,4.56,BO
1161,玻利维亚,2012,Both sexes,6.9,BO
1162,玻利维亚,2012,Male,9.34,BO
1163,玻利维亚,2012,Female,4.6,BO
1164,玻利维亚,2011,Both sexes,7.05,BO
1165,玻利维亚,2011,Male,9.51,BO
1166,玻利维亚,2011,Female,4.74,BO
1167,玻利维亚,2010,Both sexes,7.0,BO
1168,玻利维亚,2010,Male,9.44,BO
1169,玻利维亚,2010,Female,4.71,BO
1170,玻利维亚,2009,Both sexes,6.99,BO
1171,玻利维亚,2009,Male,9.4,BO
1172,玻利维亚,2009,Female,4.73,BO
1173,玻利维亚,2008,Both sexes,7.01,BO
1174,玻利维亚,2008,Male,9.45,BO
1175,玻利维亚,2008,Female,4.73,BO
1176,玻利维亚,2007,Both sexes,7.17,BO
1177,玻利维亚,2007,Male,9.71,BO
1178,玻利维亚,2007,Female,4.78,BO
1179,玻利维亚,2006,Both sexes,7.0,BO
1180,玻利维亚,2006,Male,9.6,BO
1181,玻利维亚,2006,Female,4.56,BO
1182,玻利维亚,2005,Both sexes,7.41,BO
1183,玻利维亚,2005,Male,10.17,BO
1184,玻利维亚,2005,Female,4.81,BO
1185,玻利维亚,2004,Both sexes,7.53,BO
1186,玻利维亚,2004,Male,10.42,BO
1187,玻利维亚,2004,Female,4.8,BO
1188,玻利维亚,2003,Both sexes,7.72,BO
1189,玻利维亚,2003,Male,10.77,BO
1190,玻利维亚,2003,Female,4.84,BO
1191,玻利维亚,2002,Both sexes,7.93,BO
1192,玻利维亚,2002,Male,11.05,BO
1193,玻利维亚,2002,Female,4.98,BO
1194,玻利维亚,2001,Both sexes,8.05,BO
1195,玻利维亚,2001,Male,11.33,BO
1196,玻利维亚,2001,Female,4.95,BO
